timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/06/18 17:15:48.930, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:49.931, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:50.932, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 52 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:51.932, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:52.933, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 35 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:53.934, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:54.934, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:55.935, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:56.936, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:57.937, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 55 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:58.937, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 44 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:15:59.938, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:00.939, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 52 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:01.939, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:02.940, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 43 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:03.941, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 28 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:04.942, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:05.942, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 33 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:06.943, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:07.944, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:08.944, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:09.945, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 48 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:10.946, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:11.946, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:12.947, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:13.948, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:14.948, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 27 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:15.949, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 42 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:16.950, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:17.951, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 19 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:18.951, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:19.952, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 10 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:20.953, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 1 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:21.953, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:22.954, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:23.955, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:24.955, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:25.956, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 25 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:26.957, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 55 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:27.958, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 39 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:28.958, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:29.959, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:30.959, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 21 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:31.960, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 15 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:32.961, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:33.962, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 22 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:34.963, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:35.963, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:36.964, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:37.964, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:38.965, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:39.966, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:40.966, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:41.967, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 60 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:42.968, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 49 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:43.968, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 46 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:44.969, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:45.969, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:46.970, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:47.971, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:48.972, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 26 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:49.972, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:50.973, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 49 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:51.974, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:52.974, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 44 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:53.975, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:54.976, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:55.977, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:56.977, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 17 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:57.978, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 43 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:58.979, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:16:59.979, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 41 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:00.980, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 11 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:01.980, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:02.981, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:03.982, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:04.983, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:05.983, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:17:06.984, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
